date,city,total_consumption,residential,commercial,industrial,cooling_specific
2024-02-19,Los Angeles,13166,5442,4746,2193,1360
2024-02-20,Los Angeles,12146,5597,2709,2848,2248
2024-02-21,Los Angeles,12111,4084,2640,2908,1526
2024-02-22,Los Angeles,10179,3494,3006,1992,1630
2024-02-23,Los Angeles,11857,5459,2527,3064,1363
2024-02-24,Los Angeles,11721,4705,4646,2120,1725
2024-02-25,Los Angeles,11606,5058,3435,3195,1393
2024-02-26,Los Angeles,12706,4875,4669,1514,2064
2024-02-27,Los Angeles,11315,4062,3955,1412,1414
2024-02-28,Los Angeles,13292,6322,4235,2783,1474
2024-02-29,Los Angeles,12140,3715,4412,2278,1835
2024-03-01,Los Angeles,10688,3734,3465,1802,1261
2024-03-02,Los Angeles,14079,4266,4578,3824,1889
2024-03-03,Los Angeles,14263,6725,5593,3421,1819
2024-03-04,Los Angeles,12940,4046,2613,3351,1844
2024-03-05,Los Angeles,10436,4244,3052,2008,1547
2024-03-06,Los Angeles,9871,3000,2579,2320,1309
2024-03-07,Los Angeles,11825,4641,4275,3011,2276
2024-03-08,Los Angeles,9824,3743,3911,1385,1723
2024-03-09,Los Angeles,13185,5457,2822,2342,2278
2024-03-10,Los Angeles,10765,5330,2586,1470,1214
2024-03-11,Los Angeles,12882,4690,4523,3816,1738
2024-03-12,Los Angeles,12024,4532,4508,3483,2385
2024-03-13,Los Angeles,9608,3822,2297,2083,1490
2024-03-14,Los Angeles,10911,3494,2597,1133,1534
2024-03-15,Los Angeles,12775,4143,3136,2288,1622
2024-03-16,Los Angeles,11963,4009,4214,2377,1243
2024-03-17,Los Angeles,11585,3514,3057,1272,2042
2024-03-18,Los Angeles,11812,5401,4074,1477,1896
2024-03-19,Los Angeles,11105,5490,2271,1841,1496
2024-03-20,Los Angeles,10587,3490,3909,2614,1822
2024-03-21,Los Angeles,11012,5254,4097,3161,1884
2024-03-22,Los Angeles,13013,5565,4816,2597,2119
2024-03-23,Los Angeles,12473,4906,4696,2706,2009
2024-03-24,Los Angeles,13579,6739,4911,3182,2279
2024-03-25,Los Angeles,11884,4136,4550,3419,1497
2024-03-26,Los Angeles,12364,4750,2622,3482,2456
2024-03-27,Los Angeles,11487,4426,2920,3401,1473
2024-03-28,Los Angeles,13066,4801,3396,2559,2071
2024-03-29,Los Angeles,10517,4956,2260,1332,1459
2024-03-30,Los Angeles,12203,4526,4203,2650,1491
2024-03-31,Los Angeles,11241,5223,3153,3149,1178
2024-04-01,Los Angeles,13362,5975,4066,3700,2458
2024-04-02,Los Angeles,10913,4399,4315,1965,2085
2024-04-03,Los Angeles,12054,4588,4359,1913,1330
2024-04-04,Los Angeles,11593,3756,3375,3351,1389
2024-04-05,Los Angeles,9860,3829,3509,1470,1890
2024-04-06,Los Angeles,11940,3903,4085,2387,2285
2024-04-07,Los Angeles,13005,5079,3881,3797,2108
2024-04-08,Los Angeles,11721,4484,2389,1228,1691
2024-04-09,Los Angeles,15143,6215,3262,3051,2019
2024-04-10,Los Angeles,10566,3397,4050,1505,1482
2024-04-11,Los Angeles,9748,4637,2113,1598,1463
2024-04-12,Los Angeles,13089,4592,4816,2061,1607
2024-04-13,Los Angeles,12535,5225,4719,2940,1499
2024-04-14,Los Angeles,13785,4339,2860,1837,2165
2024-04-15,Los Angeles,10736,5241,4099,1091,1463
2024-04-16,Los Angeles,12885,4503,3112,1527,1860
2024-04-17,Los Angeles,10787,4836,3912,1247,1461
2024-04-18,Los Angeles,12188,5279,2706,2201,1538
2024-04-19,Los Angeles,12398,5252,3992,2509,2248
2024-04-20,Los Angeles,11231,5216,2984,1629,2164
2024-04-21,Los Angeles,10715,4155,3685,2710,1858
2024-04-22,Los Angeles,12424,4075,2762,2732,1767
2024-04-23,Los Angeles,12123,4087,2937,2737,2402
2024-04-24,Los Angeles,12079,5303,4127,2759,1882
2024-04-25,Los Angeles,14401,5630,2954,3091,1541
2024-04-26,Los Angeles,10266,3196,2926,2060,1862
2024-04-27,Los Angeles,11707,4410,2445,1959,1176
2024-04-28,Los Angeles,11261,3818,3765,1259,2053
2024-04-29,Los Angeles,10867,3343,3138,3169,1379
2024-04-30,Los Angeles,12000,5071,3312,3566,1293
2024-05-01,Los Angeles,12237,4228,4146,2555,2160
2024-05-02,Los Angeles,11932,4854,2726,3266,1418
2024-05-03,Los Angeles,11260,4648,3164,2637,2241
2024-05-04,Los Angeles,12661,5637,3746,2150,1404
2024-05-05,Los Angeles,12793,5340,3223,3339,2377
2024-05-06,Los Angeles,12415,4919,4693,3264,1965
2024-05-07,Los Angeles,10807,3559,2500,1098,1244
2024-05-08,Los Angeles,11729,5030,3773,3072,1183
2024-05-09,Los Angeles,10865,4802,2290,1775,1630
2024-05-10,Los Angeles,10611,4933,3771,1346,1801
2024-05-11,Los Angeles,12957,4931,3683,1547,1473
2024-05-12,Los Angeles,12260,5214,4372,2545,1576
2024-05-13,Los Angeles,10200,5007,3059,2677,1106
2024-05-14,Los Angeles,11873,4282,3605,1989,1556
2024-05-15,Los Angeles,13776,5880,5446,1464,1500
2024-05-16,Los Angeles,12889,6438,4103,1679,2320
2024-05-17,Los Angeles,11389,5148,3889,1522,1535
2024-05-18,Los Angeles,12433,4907,2824,1293,2087
2024-05-19,Los Angeles,9650,4355,3163,1682,1901
2024-05-20,Los Angeles,13271,6189,5062,2432,1361
2024-05-21,Los Angeles,11336,3509,2348,1137,1613
2024-05-22,Los Angeles,11480,3538,3371,1925,1683
2024-05-23,Los Angeles,12440,4416,4913,2249,1832
2024-05-24,Los Angeles,12703,5763,2992,1935,1453
2024-05-25,Los Angeles,12581,6100,4265,2416,1596
2024-05-26,Los Angeles,11330,4909,2998,2069,1288
2024-05-27,Los Angeles,11689,4106,4419,2240,1978
2024-05-28,Los Angeles,10562,4794,3980,1415,1412
2024-05-29,Los Angeles,10918,4533,2301,2055,1729
2024-05-30,Los Angeles,11020,3761,2468,3174,1727
2024-05-31,Los Angeles,13612,6504,3102,2832,1416
2024-06-01,Los Angeles,11248,5196,3038,2059,1634
2024-06-02,Los Angeles,11942,4002,4354,1529,2339
2024-06-03,Los Angeles,12089,5369,3096,2790,1896
2024-06-04,Los Angeles,12493,3980,4499,2130,1882
2024-06-05,Los Angeles,11990,4126,2696,1444,2276
2024-06-06,Los Angeles,11976,4183,4501,1904,1518
2024-06-07,Los Angeles,11832,4963,2427,1441,1695
2024-06-08,Los Angeles,10636,4544,3713,2139,1637
2024-06-09,Los Angeles,11975,5280,3993,1761,2037
2024-06-10,Los Angeles,11582,5565,4542,3243,2148
2024-06-11,Los Angeles,12636,4572,4565,2156,2105
2024-06-12,Los Angeles,11424,4837,3557,2007,1617
2024-06-13,Los Angeles,11989,3757,4059,3577,1757
2024-06-14,Los Angeles,11718,3567,4211,2444,1245
2024-06-15,Los Angeles,13488,4757,3039,3879,2633
2024-06-16,Los Angeles,11822,4938,3769,1391,2254
2024-06-17,Los Angeles,12832,5321,4538,2878,1615
2024-06-18,Los Angeles,12292,5623,2822,2508,1357
2024-06-19,Los Angeles,12778,6323,3307,2952,2552
2024-06-20,Los Angeles,12765,6339,2806,2972,1914
2024-06-21,Los Angeles,12362,4564,4042,2322,1719
2024-06-22,Los Angeles,13515,4256,4407,3749,2126
2024-06-23,Los Angeles,11579,5093,3180,1199,1452
2024-06-24,Los Angeles,11110,4061,2511,1458,1740
2024-06-25,Los Angeles,13578,5482,5030,2931,2713
2024-06-26,Los Angeles,12243,4305,3291,3593,1624
2024-06-27,Los Angeles,11080,5361,3646,2028,2017
2024-06-28,Los Angeles,11572,5417,3229,1608,1296
2024-06-29,Los Angeles,10046,3512,2259,2608,1431
2024-06-30,Los Angeles,10966,3571,2746,2372,2107
2024-07-01,Los Angeles,10408,4004,3390,2429,1716
2024-07-02,Los Angeles,11167,4245,2857,3030,1373
2024-07-03,Los Angeles,10370,3320,3713,2524,1309
2024-07-04,Los Angeles,11939,5364,3351,2367,1624
2024-07-05,Los Angeles,11311,5598,4269,1835,1465
2024-07-06,Los Angeles,11807,5138,4543,2401,2090
2024-07-07,Los Angeles,11408,3980,3079,2989,1267
2024-07-08,Los Angeles,11691,5737,2991,3503,1684
2024-07-09,Los Angeles,11676,4653,2922,1391,2318
2024-07-10,Los Angeles,12301,4115,3826,3442,1983
2024-07-11,Los Angeles,11404,4742,3181,1346,1736
2024-07-12,Los Angeles,13171,6577,4295,3763,1790
2024-07-13,Los Angeles,12225,4005,3423,3446,1499
2024-07-14,Los Angeles,12014,5011,3127,2549,2000
2024-07-15,Los Angeles,11369,4267,2973,2782,1248
2024-07-16,Los Angeles,11129,4031,3045,2959,1868
2024-07-17,Los Angeles,11448,4858,3637,1847,1190
2024-07-18,Los Angeles,10969,4010,3153,1246,1853
2024-07-19,Los Angeles,12001,3695,3584,2201,1894
2024-07-20,Los Angeles,12226,4982,2867,2094,2008
2024-07-21,Los Angeles,10719,5077,2626,1284,1388
2024-07-22,Los Angeles,11274,5200,4385,2658,1573
2024-07-23,Los Angeles,11172,4145,4362,3170,1844
2024-07-24,Los Angeles,11058,3735,3581,2286,1674
2024-07-25,Los Angeles,10439,3380,2702,2069,2055
2024-07-26,Los Angeles,12356,5894,4591,3043,2279
2024-07-27,Los Angeles,12281,3776,2920,3021,1577
2024-07-28,Los Angeles,14163,5130,4792,2027,1750
2024-07-29,Los Angeles,10082,3107,2382,1731,1959
2024-07-30,Los Angeles,10845,4227,2585,2932,1541
2024-07-31,Los Angeles,12864,5651,3865,3236,1369
2024-08-01,Los Angeles,11761,5282,3464,2773,2032
2024-08-02,Los Angeles,9839,3049,3471,2481,997
2024-08-03,Los Angeles,12304,3724,4335,2167,1947
2024-08-04,Los Angeles,10717,4993,3565,2684,1280
2024-08-05,Los Angeles,11405,4212,2767,3052,1262
2024-08-06,Los Angeles,12527,4004,2812,3098,2338
2024-08-07,Los Angeles,9851,4596,3424,1449,1002
2024-08-08,Los Angeles,13263,6381,4297,2521,2074
2024-08-09,Los Angeles,11231,4428,4401,3248,2080
2024-08-10,Los Angeles,12117,4632,3136,2360,2201
2024-08-11,Los Angeles,10933,5243,2465,1172,1966
2024-08-12,Los Angeles,11831,4974,2770,2796,1924
2024-08-13,Los Angeles,11927,5410,4681,1700,2096
2024-08-14,Los Angeles,13426,6562,3753,3995,1614
2024-08-15,Los Angeles,13092,6241,3073,3394,1664
2024-08-16,Los Angeles,12466,5906,4917,2443,1251
2024-08-17,Los Angeles,12439,6108,4118,1667,1390
2024-08-18,Los Angeles,12297,5134,3700,2928,1743
2024-08-19,Los Angeles,12925,4469,5131,1701,1682
2024-08-20,Los Angeles,13030,5699,3980,1772,1500
2024-08-21,Los Angeles,12057,4071,4237,3068,1822
2024-08-22,Los Angeles,12821,5283,3498,2000,1830
2024-08-23,Los Angeles,10889,3565,3506,1844,1141
2024-08-24,Los Angeles,10201,3209,3779,2103,1269
2024-08-25,Los Angeles,12831,5684,4357,3508,2075
2024-08-26,Los Angeles,11491,5721,4251,1371,2296
2024-08-27,Los Angeles,11994,4339,4675,2788,2241
2024-08-28,Los Angeles,10377,3333,3165,1821,1791
2024-08-29,Los Angeles,12294,5377,3040,3452,2062
2024-08-30,Los Angeles,13630,4625,3327,2585,2510
2024-08-31,Los Angeles,10365,3803,3426,2439,1648
2024-09-01,Los Angeles,11635,5355,3364,2563,1818
2024-09-02,Los Angeles,13027,4508,2713,2952,1794
2024-09-03,Los Angeles,12218,5357,4262,2588,1630
2024-09-04,Los Angeles,12988,3941,2860,2544,2201
2024-09-05,Los Angeles,11231,3945,4422,1885,1636
2024-09-06,Los Angeles,12519,5943,4820,3749,2405
2024-09-07,Los Angeles,11833,3782,2787,2847,2275
2024-09-08,Los Angeles,12344,3990,4236,3692,1300
2024-09-09,Los Angeles,11040,5463,3746,2532,2010
2024-09-10,Los Angeles,13596,5752,2747,3902,2531
2024-09-11,Los Angeles,11924,5573,4662,1864,1449
2024-09-12,Los Angeles,12208,3973,3354,2031,1692
2024-09-13,Los Angeles,11110,5060,3630,2193,1456
2024-09-14,Los Angeles,11148,3552,3747,2614,1116
2024-09-15,Los Angeles,11405,4896,4362,1530,1711
2024-09-16,Los Angeles,13944,5597,4476,3592,2620
2024-09-17,Los Angeles,11515,4693,3054,2183,2133
2024-09-18,Los Angeles,12000,5761,3838,2245,1335
2024-09-19,Los Angeles,12465,6164,2908,2886,1418
2024-09-20,Los Angeles,11172,4415,2621,1347,1944
2024-09-21,Los Angeles,12588,6171,3595,1968,1964
2024-09-22,Los Angeles,10000,3519,3490,1906,1689
2024-09-23,Los Angeles,11768,3696,4206,1915,2172
2024-09-24,Los Angeles,11524,5015,2386,2758,1699
2024-09-25,Los Angeles,12188,4439,4736,1783,1332
2024-09-26,Los Angeles,11686,4001,2731,1648,2038
2024-09-27,Los Angeles,11590,3493,2477,3165,1882
2024-09-28,Los Angeles,12343,5081,2838,3205,1584
2024-09-29,Los Angeles,11579,4293,3274,1922,2063
2024-09-30,Los Angeles,11930,3593,4634,2126,2237
2024-10-01,Los Angeles,11561,4102,3031,1563,2248
2024-10-02,Los Angeles,12205,4319,4816,2237,2169
2024-10-03,Los Angeles,10567,5195,4113,3147,1305
2024-10-04,Los Angeles,11524,4604,3700,1174,1860
2024-10-05,Los Angeles,9942,4815,3613,1094,1307
2024-10-06,Los Angeles,12453,4505,4907,1977,2390
2024-10-07,Los Angeles,12198,4482,2616,2302,2315
2024-10-08,Los Angeles,12671,5932,3999,2259,1285
2024-10-09,Los Angeles,13145,5369,4689,3690,1737
2024-10-10,Los Angeles,11867,5306,4229,3048,1583
2024-10-11,Los Angeles,12794,4113,3651,2105,2445
2024-10-12,Los Angeles,11696,5589,4279,3107,2256
2024-10-13,Los Angeles,13288,6384,3910,3140,1561
2024-10-14,Los Angeles,11840,4563,3508,2145,1212
2024-10-15,Los Angeles,10739,3625,2646,2937,2047
2024-10-16,Los Angeles,10443,4438,2715,1710,1118
2024-10-17,Los Angeles,12295,5061,3232,3259,1438
2024-10-18,Los Angeles,12131,5303,3143,2887,2165
2024-10-19,Los Angeles,11997,5360,2639,2570,1538
2024-10-20,Los Angeles,10904,4139,3985,2507,1896
2024-10-21,Los Angeles,12327,3850,2781,3432,2115
2024-10-22,Los Angeles,11080,4297,2281,3210,1247
2024-10-23,Los Angeles,12529,6127,4430,1615,2080
2024-10-24,Los Angeles,9723,3815,2909,1636,1637
2024-10-25,Los Angeles,11279,4058,2317,2812,1588
2024-10-26,Los Angeles,13071,5745,2984,3454,2181
2024-10-27,Los Angeles,13289,5408,4145,1918,1394
2024-10-28,Los Angeles,12165,3940,2618,1987,1354
2024-10-29,Los Angeles,9654,3612,2374,2853,1721
2024-10-30,Los Angeles,11650,4493,3561,1608,2045
2024-10-31,Los Angeles,10179,4290,3688,1643,1141
2024-11-01,Los Angeles,12634,3966,3591,3169,1997
2024-11-02,Los Angeles,11476,3463,4234,1965,2207
2024-11-03,Los Angeles,11167,3848,2871,2509,1996
2024-11-04,Los Angeles,10736,5354,3506,1597,1911
2024-11-05,Los Angeles,11227,4105,2811,3337,1628
2024-11-06,Los Angeles,13108,5085,2981,3077,2053
2024-11-07,Los Angeles,12360,4624,2712,3277,1495
2024-11-08,Los Angeles,13382,6446,3271,1809,1661
2024-11-09,Los Angeles,10710,4828,3829,1166,1904
2024-11-10,Los Angeles,10065,3596,3659,1834,1696
2024-11-11,Los Angeles,11657,4695,3561,2590,2313
2024-11-12,Los Angeles,12021,5663,3741,1703,1709
2024-11-13,Los Angeles,10812,5331,2727,1943,1206
2024-11-14,Los Angeles,12257,4996,3059,2528,2080
2024-11-15,Los Angeles,10085,3236,3583,1272,1503
2024-11-16,Los Angeles,10388,4847,2333,2449,1488
2024-11-17,Los Angeles,12187,3704,3515,1289,2395
2024-11-18,Los Angeles,11549,3796,2618,2452,1454
2024-11-19,Los Angeles,11741,5252,3898,3230,1509
2024-11-20,Los Angeles,12434,4120,4557,1834,1603
2024-11-21,Los Angeles,11199,5003,3049,2253,1723
2024-11-22,Los Angeles,12569,4286,2804,3321,1405
2024-11-23,Los Angeles,13633,5087,5440,3361,1795
2024-11-24,Los Angeles,13388,5934,4574,3373,2413
2024-11-25,Los Angeles,11587,5648,4623,1519,1355
2024-11-26,Los Angeles,13632,4180,4876,3345,2166
2024-11-27,Los Angeles,12127,5835,4499,2679,2352
2024-11-28,Los Angeles,14040,5562,3722,3277,2752
2024-11-29,Los Angeles,11260,3414,2830,2551,1667
2024-11-30,Los Angeles,12042,4331,4053,3516,1534
2024-12-01,Los Angeles,9934,4082,2679,2385,1668
2024-12-02,Los Angeles,11308,5286,2386,3391,1382
2024-12-03,Los Angeles,10659,3739,4078,1356,1618
2024-12-04,Los Angeles,12250,5696,3622,2585,1561
2024-12-05,Los Angeles,9907,4874,2576,2329,1498
2024-12-06,Los Angeles,12924,3959,4033,2858,1730
2024-12-07,Los Angeles,13161,6337,4764,3777,2017
2024-12-08,Los Angeles,9510,3434,3735,2453,1251
2024-12-09,Los Angeles,11151,5324,2503,1228,2054
2024-12-10,Los Angeles,10701,3321,2796,2820,1614
2024-12-11,Los Angeles,12876,6273,4508,2708,1758
2024-12-12,Los Angeles,11752,3562,3044,3525,1496
2024-12-13,Los Angeles,12139,5789,4328,1540,1404
2024-12-14,Los Angeles,11097,5170,3476,3273,1982
2024-12-15,Los Angeles,13217,5571,3486,2697,2122
2024-12-16,Los Angeles,9612,3767,2393,2002,1187
2024-12-17,Los Angeles,11642,3954,2943,1862,1313
2024-12-18,Los Angeles,10424,3424,2582,2470,1571
2024-12-19,Los Angeles,12136,6055,3065,2716,1460
2024-12-20,Los Angeles,12830,6278,2884,3474,1969
2024-12-21,Los Angeles,11758,4065,3577,1854,1272
2024-12-22,Los Angeles,13344,6175,5268,2413,2640
2024-12-23,Los Angeles,11984,5346,3546,1573,2330
2024-12-24,Los Angeles,11818,3946,3315,2076,1702
2024-12-25,Los Angeles,11294,4611,2269,2243,1247
2024-12-26,Los Angeles,12065,4087,3829,1822,1637
2024-12-27,Los Angeles,12274,4880,3901,2695,1528
2024-12-28,Los Angeles,11482,5482,3727,1228,1429
2024-12-29,Los Angeles,12684,4276,3947,2416,1715
2024-12-30,Los Angeles,11920,5863,3384,1663,1246
2024-12-31,Los Angeles,10850,3552,3661,1331,1316
2025-01-01,Los Angeles,12694,3861,3565,3780,2119
2025-01-02,Los Angeles,11587,5215,4567,2422,2067
2025-01-03,Los Angeles,10280,4367,2264,1797,1295
2025-01-04,Los Angeles,11345,3646,3694,1535,2034
2025-01-05,Los Angeles,12444,5387,3812,2222,1494
2025-01-06,Los Angeles,12241,4319,4042,1790,1804
2025-01-07,Los Angeles,13050,5044,4732,2722,2518
2025-01-08,Los Angeles,11807,4421,3461,1641,1710
2025-01-09,Los Angeles,11767,5474,3118,1193,1300
2025-01-10,Los Angeles,11108,5215,3456,2152,1818
2025-01-11,Los Angeles,11943,5711,2495,2699,1744
2025-01-12,Los Angeles,11747,5498,3325,2212,2296
2025-01-13,Los Angeles,13230,5736,3043,3157,2562
2025-01-14,Los Angeles,13768,6418,3634,2279,2139
2025-01-15,Los Angeles,12399,4861,3911,1359,2245
2025-01-16,Los Angeles,12943,4899,3330,3187,1361
2025-01-17,Los Angeles,12968,5876,3689,2017,2352
2025-01-18,Los Angeles,12846,4324,3601,1433,1731
2025-01-19,Los Angeles,11878,5593,3495,1646,2267
2025-01-20,Los Angeles,12775,4832,3933,1343,1646
2025-01-21,Los Angeles,12014,4048,4568,3355,1451
2025-01-22,Los Angeles,12078,4336,2637,3310,1973
2025-01-23,Los Angeles,13066,5798,2827,3342,1682
2025-01-24,Los Angeles,11188,5452,2535,2109,1214
2025-01-25,Los Angeles,11770,3818,2675,1535,1750
2025-01-26,Los Angeles,13057,6186,4251,3388,2466
2025-01-27,Los Angeles,13374,6305,3535,2075,1585
2025-01-28,Los Angeles,11355,4371,3319,1261,1953
2025-01-29,Los Angeles,12358,4713,3554,1381,1715
2025-01-30,Los Angeles,12315,3998,4619,1663,1434
2025-01-31,Los Angeles,11540,4385,3069,1958,2076
2025-02-01,Los Angeles,11738,4816,3948,3274,1218
2025-02-02,Los Angeles,10370,3836,3577,1942,1189
2025-02-03,Los Angeles,10686,5027,3653,1503,1466
2025-02-04,Los Angeles,13539,6509,3386,2320,1961
2025-02-05,Los Angeles,11525,4260,3523,1613,1938
2025-02-06,Los Angeles,11101,3345,3716,2621,1880
2025-02-07,Los Angeles,11865,5039,4022,2711,1671
2025-02-08,Los Angeles,12898,5439,4107,1975,1339
2025-02-09,Los Angeles,12941,4775,5138,2409,2292
2025-02-10,Los Angeles,9644,3869,2281,1263,1346
2025-02-11,Los Angeles,11887,5356,4049,1997,1281
2025-02-12,Los Angeles,12061,4928,3480,3400,2050
2025-02-13,Los Angeles,12538,4123,3525,3105,1836
2025-02-14,Los Angeles,13117,4078,4691,1498,1407
2025-02-15,Los Angeles,12565,5747,2816,3369,1660
2025-02-16,Los Angeles,11710,3561,4381,3141,1999
2025-02-17,Los Angeles,11745,4137,3584,3331,1966
2025-02-18,Los Angeles,12805,4805,2625,1671,1431
2025-02-19,Los Angeles,12816,4114,3929,1422,2046
2025-02-20,Los Angeles,11541,4471,4149,2405,1312
2025-02-21,Los Angeles,11641,4109,3697,2592,1822
2025-02-22,Los Angeles,10408,4677,3324,2607,2009
2025-02-23,Los Angeles,11637,4093,4218,2015,2041
2025-02-24,Los Angeles,13773,6767,3007,2122,2673
2025-02-25,Los Angeles,10651,3550,2977,3114,1495
2025-02-26,Los Angeles,11854,4749,4278,1894,1377
2025-02-27,Los Angeles,10380,3844,3967,1859,1371
2025-02-28,Los Angeles,13110,6376,2781,3253,1619
2025-03-01,Los Angeles,11366,5024,3548,3019,1541
2025-03-02,Los Angeles,10927,3408,2342,1754,1492
2025-03-03,Los Angeles,9344,2841,3001,935,1230
2025-03-04,Los Angeles,11246,5190,2487,1319,2019
2025-03-05,Los Angeles,10420,5124,3644,2696,1413
2025-03-06,Los Angeles,13129,5054,2744,2899,1533
2025-03-07,Los Angeles,12789,5155,3798,2549,1363
2025-03-08,Los Angeles,12341,5350,2981,2053,1603
2025-03-09,Los Angeles,11099,5533,3775,2574,2143
2025-03-10,Los Angeles,12935,4217,2592,3612,2112
2025-03-11,Los Angeles,12764,4364,4371,2270,2036
2025-03-12,Los Angeles,10710,4466,2796,1681,1983
2025-03-13,Los Angeles,13606,4683,3463,3861,1527
2025-03-14,Los Angeles,10371,4703,3898,1110,1489
2025-03-15,Los Angeles,11547,3529,2564,2580,1303
2025-03-16,Los Angeles,12027,4664,3736,1672,1327
2025-03-17,Los Angeles,12217,4323,4431,3474,1441
2025-03-18,Los Angeles,12592,4291,3754,3377,2131
2025-03-19,Los Angeles,10554,3954,2534,2033,1172
2025-03-20,Los Angeles,12834,5146,3219,2052,1918
2025-03-21,Los Angeles,11309,4773,2924,2414,2011
2025-03-22,Los Angeles,11620,5302,3903,2619,2313
2025-03-23,Los Angeles,11760,4655,4506,2010,2139
2025-03-24,Los Angeles,13117,5752,4233,2112,1949
2025-03-25,Los Angeles,13105,5443,4969,2608,2178
2025-03-26,Los Angeles,10573,5043,3207,1784,1776
2025-03-27,Los Angeles,13113,5421,2756,2300,1355
2025-03-28,Los Angeles,12100,4755,3224,2983,2206
2025-03-29,Los Angeles,13804,5906,3988,3288,2016
2025-03-30,Los Angeles,13038,5072,4904,2469,1925
2025-03-31,Los Angeles,11437,4104,3881,1591,1346
2025-04-01,Los Angeles,12762,4584,2817,2990,1648
2025-04-02,Los Angeles,13029,4987,4920,2504,2550
2025-04-03,Los Angeles,11157,5358,3581,3260,2202
2025-04-04,Los Angeles,11001,3364,3685,3191,1834
2025-04-05,Los Angeles,11867,4793,4023,2291,1391
2025-04-06,Los Angeles,12071,5654,3950,2593,1766
2025-04-07,Los Angeles,13050,5763,4771,1501,1656
2025-04-08,Los Angeles,11645,3690,3193,1234,1275
2025-04-09,Los Angeles,13964,4960,3497,3647,2314
2025-04-10,Los Angeles,12132,5051,4440,2504,1537
2025-04-11,Los Angeles,11957,4656,4026,3084,1632
2025-04-12,Los Angeles,10873,3728,4324,2707,1183
2025-04-13,Los Angeles,11019,4923,3675,2460,1308
