date,city,heat_related_illnesses,respiratory_issues,mental_health_reports
2023-11-16,Los Angeles,10,16,5
2023-11-17,Los Angeles,15,35,18
2023-11-18,Los Angeles,31,73,20
2023-11-19,Los Angeles,18,39,9
2023-11-20,Los Angeles,7,12,7
2023-11-21,Los Angeles,35,86,36
2023-11-22,Los Angeles,2,4,2
2023-11-23,Los Angeles,13,27,11
2023-11-24,Los Angeles,10,23,11
2023-11-25,Los Angeles,0,0,0
2023-11-26,Los Angeles,8,12,10
2023-11-27,Los Angeles,32,57,24
2023-11-28,Los Angeles,25,54,34
2023-11-29,Los Angeles,16,38,12
2023-11-30,Los Angeles,29,48,31
2023-12-01,Los Angeles,12,28,8
2023-12-02,Los Angeles,23,46,22
2023-12-03,Los Angeles,18,40,19
2023-12-04,Los Angeles,30,45,26
2023-12-05,Los Angeles,9,19,7
2023-12-06,Los Angeles,24,46,22
2023-12-07,Los Angeles,21,44,21
2023-12-08,Los Angeles,49,79,32
2023-12-09,Los Angeles,18,44,22
2023-12-10,Los Angeles,52,107,32
2023-12-11,Los Angeles,30,74,42
2023-12-12,Los Angeles,39,58,54
2023-12-13,Los Angeles,36,86,19
2023-12-14,Los Angeles,34,76,38
2023-12-15,Los Angeles,23,52,20
2023-12-16,Los Angeles,23,53,33
2023-12-17,Los Angeles,9,13,10
2023-12-18,Los Angeles,38,71,31
2023-12-19,Los Angeles,18,35,25
2023-12-20,Los Angeles,22,47,16
2023-12-21,Los Angeles,12,26,9
2023-12-22,Los Angeles,15,29,8
2023-12-23,Los Angeles,8,17,6
2023-12-24,Los Angeles,41,87,41
2023-12-25,Los Angeles,5,11,6
2023-12-26,Los Angeles,39,96,33
2023-12-27,Los Angeles,28,66,34
2023-12-28,Los Angeles,9,22,11
2023-12-29,Los Angeles,24,51,24
2023-12-30,Los Angeles,33,57,47
2023-12-31,Los Angeles,31,63,36
2024-01-01,Los Angeles,27,43,37
2024-01-02,Los Angeles,34,69,19
2024-01-03,Los Angeles,41,86,21
2024-01-04,Los Angeles,20,37,16
2024-01-05,Los Angeles,37,68,49
2024-01-06,Los Angeles,41,63,40
2024-01-07,Los Angeles,35,83,31
2024-01-08,Los Angeles,11,27,16
2024-01-09,Los Angeles,33,49,35
2024-01-10,Los Angeles,29,64,30
2024-01-11,Los Angeles,28,54,18
2024-01-12,Los Angeles,23,40,26
2024-01-13,Los Angeles,40,78,29
2024-01-14,Los Angeles,41,87,25
2024-01-15,Los Angeles,36,79,21
2024-01-16,Los Angeles,53,111,65
2024-01-17,Los Angeles,41,73,33
2024-01-18,Los Angeles,26,58,15
2024-01-19,Los Angeles,35,86,42
2024-01-20,Los Angeles,19,30,23
2024-01-21,Los Angeles,39,79,47
2024-01-22,Los Angeles,37,76,21
2024-01-23,Los Angeles,42,63,47
2024-01-24,Los Angeles,39,75,40
2024-01-25,Los Angeles,47,107,48
2024-01-26,Los Angeles,19,45,25
2024-01-27,Los Angeles,39,73,43
2024-01-28,Los Angeles,33,71,22
2024-01-29,Los Angeles,23,53,30
2024-01-30,Los Angeles,26,50,21
2024-01-31,Los Angeles,36,77,40
2024-02-01,Los Angeles,21,51,13
2024-02-02,Los Angeles,47,113,52
2024-02-03,Los Angeles,23,46,26
2024-02-04,Los Angeles,36,87,30
2024-02-05,Los Angeles,34,62,24
2024-02-06,Los Angeles,27,61,14
2024-02-07,Los Angeles,35,67,31
2024-02-08,Los Angeles,44,92,30
2024-02-09,Los Angeles,44,90,35
2024-02-10,Los Angeles,64,136,48
2024-02-11,Los Angeles,38,63,49
2024-02-12,Los Angeles,55,110,79
2024-02-13,Los Angeles,35,55,18
2024-02-14,Los Angeles,48,98,40
2024-02-15,Los Angeles,65,131,95
2024-02-16,Los Angeles,55,101,28
2024-02-17,Los Angeles,18,30,15
2024-02-18,Los Angeles,35,80,45
2024-02-19,Los Angeles,48,118,31
2024-02-20,Los Angeles,30,58,35
2024-02-21,Los Angeles,51,107,35
2024-02-22,Los Angeles,57,134,50
2024-02-23,Los Angeles,49,91,36
2024-02-24,Los Angeles,48,105,32
2024-02-25,Los Angeles,25,49,20
2024-02-26,Los Angeles,15,24,12
2024-02-27,Los Angeles,37,60,42
2024-02-28,Los Angeles,37,83,33
2024-02-29,Los Angeles,56,91,37
2024-03-01,Los Angeles,52,79,47
2024-03-02,Los Angeles,55,93,46
2024-03-03,Los Angeles,49,102,46
2024-03-04,Los Angeles,39,67,29
2024-03-05,Los Angeles,56,135,78
2024-03-06,Los Angeles,54,115,69
2024-03-07,Los Angeles,53,108,36
2024-03-08,Los Angeles,37,82,43
2024-03-09,Los Angeles,54,128,73
2024-03-10,Los Angeles,56,123,72
2024-03-11,Los Angeles,49,106,69
2024-03-12,Los Angeles,56,91,58
2024-03-13,Los Angeles,34,83,21
2024-03-14,Los Angeles,30,55,25
2024-03-15,Los Angeles,54,83,65
2024-03-16,Los Angeles,50,109,43
2024-03-17,Los Angeles,75,143,84
2024-03-18,Los Angeles,40,99,56
2024-03-19,Los Angeles,49,119,33
2024-03-20,Los Angeles,46,71,68
2024-03-21,Los Angeles,51,77,48
2024-03-22,Los Angeles,67,139,35
2024-03-23,Los Angeles,34,80,41
2024-03-24,Los Angeles,58,118,80
2024-03-25,Los Angeles,49,106,35
2024-03-26,Los Angeles,50,114,45
2024-03-27,Los Angeles,48,116,46
2024-03-28,Los Angeles,48,105,70
2024-03-29,Los Angeles,29,54,16
2024-03-30,Los Angeles,40,81,41
2024-03-31,Los Angeles,61,117,83
2024-04-01,Los Angeles,64,136,34
2024-04-02,Los Angeles,14,23,15
2024-04-03,Los Angeles,53,107,52
2024-04-04,Los Angeles,48,90,66
2024-04-05,Los Angeles,73,165,81
2024-04-06,Los Angeles,42,95,25
2024-04-07,Los Angeles,33,60,16
2024-04-08,Los Angeles,46,96,39
2024-04-09,Los Angeles,48,96,29
2024-04-10,Los Angeles,61,144,77
2024-04-11,Los Angeles,47,108,69
2024-04-12,Los Angeles,48,100,46
2024-04-13,Los Angeles,48,86,31
2024-04-14,Los Angeles,60,147,72
2024-04-15,Los Angeles,41,68,43
2024-04-16,Los Angeles,43,99,22
2024-04-17,Los Angeles,47,103,56
2024-04-18,Los Angeles,37,89,35
2024-04-19,Los Angeles,44,79,53
2024-04-20,Los Angeles,43,67,61
2024-04-21,Los Angeles,50,107,74
2024-04-22,Los Angeles,54,84,65
2024-04-23,Los Angeles,65,149,90
2024-04-24,Los Angeles,43,103,61
2024-04-25,Los Angeles,65,121,41
2024-04-26,Los Angeles,37,81,35
2024-04-27,Los Angeles,42,84,31
2024-04-28,Los Angeles,45,83,42
2024-04-29,Los Angeles,41,63,21
2024-04-30,Los Angeles,32,68,24
2024-05-01,Los Angeles,40,70,59
2024-05-02,Los Angeles,52,122,56
2024-05-03,Los Angeles,49,82,39
2024-05-04,Los Angeles,51,103,47
2024-05-05,Los Angeles,33,77,28
2024-05-06,Los Angeles,51,110,27
2024-05-07,Los Angeles,35,63,31
2024-05-08,Los Angeles,34,79,44
2024-05-09,Los Angeles,64,98,33
2024-05-10,Los Angeles,41,73,27
2024-05-11,Los Angeles,24,43,12
2024-05-12,Los Angeles,40,89,56
2024-05-13,Los Angeles,67,131,51
2024-05-14,Los Angeles,53,83,51
2024-05-15,Los Angeles,49,74,35
2024-05-16,Los Angeles,42,78,43
2024-05-17,Los Angeles,46,85,58
2024-05-18,Los Angeles,37,89,18
2024-05-19,Los Angeles,57,109,80
2024-05-20,Los Angeles,61,141,77
2024-05-21,Los Angeles,44,108,37
2024-05-22,Los Angeles,44,67,31
2024-05-23,Los Angeles,43,76,26
2024-05-24,Los Angeles,36,84,48
2024-05-25,Los Angeles,44,76,47
2024-05-26,Los Angeles,45,96,34
2024-05-27,Los Angeles,44,90,64
2024-05-28,Los Angeles,40,81,44
2024-05-29,Los Angeles,26,44,37
2024-05-30,Los Angeles,41,79,38
2024-05-31,Los Angeles,52,110,70
2024-06-01,Los Angeles,37,68,43
2024-06-02,Los Angeles,35,81,34
2024-06-03,Los Angeles,35,73,23
2024-06-04,Los Angeles,42,88,42
2024-06-05,Los Angeles,31,67,44
2024-06-06,Los Angeles,29,46,16
2024-06-07,Los Angeles,30,59,44
2024-06-08,Los Angeles,25,44,23
2024-06-09,Los Angeles,57,111,42
2024-06-10,Los Angeles,28,62,17
2024-06-11,Los Angeles,36,85,41
2024-06-12,Los Angeles,20,33,20
2024-06-13,Los Angeles,8,14,8
2024-06-14,Los Angeles,17,32,23
2024-06-15,Los Angeles,19,37,20
2024-06-16,Los Angeles,29,68,32
2024-06-17,Los Angeles,42,74,30
2024-06-18,Los Angeles,28,43,35
2024-06-19,Los Angeles,21,36,27
2024-06-20,Los Angeles,28,43,36
2024-06-21,Los Angeles,42,95,28
2024-06-22,Los Angeles,35,80,37
2024-06-23,Los Angeles,27,54,35
2024-06-24,Los Angeles,18,32,16
2024-06-25,Los Angeles,24,37,17
2024-06-26,Los Angeles,31,52,16
2024-06-27,Los Angeles,18,39,24
2024-06-28,Los Angeles,27,40,19
2024-06-29,Los Angeles,3,5,4
2024-06-30,Los Angeles,31,60,21
2024-07-01,Los Angeles,21,32,13
2024-07-02,Los Angeles,20,39,24
2024-07-03,Los Angeles,23,44,32
2024-07-04,Los Angeles,26,51,32
2024-07-05,Los Angeles,12,24,12
2024-07-06,Los Angeles,32,52,47
2024-07-07,Los Angeles,31,66,37
2024-07-08,Los Angeles,39,67,20
2024-07-09,Los Angeles,24,43,15
2024-07-10,Los Angeles,29,69,34
2024-07-11,Los Angeles,43,65,29
2024-07-12,Los Angeles,26,44,17
2024-07-13,Los Angeles,26,50,16
2024-07-14,Los Angeles,39,80,49
2024-07-15,Los Angeles,14,25,8
2024-07-16,Los Angeles,31,56,28
2024-07-17,Los Angeles,29,56,39
2024-07-18,Los Angeles,21,39,26
2024-07-19,Los Angeles,42,80,54
2024-07-20,Los Angeles,3,5,1
2024-07-21,Los Angeles,9,15,7
2024-07-22,Los Angeles,23,55,23
2024-07-23,Los Angeles,30,50,42
2024-07-24,Los Angeles,15,23,16
2024-07-25,Los Angeles,19,46,18
2024-07-26,Los Angeles,40,68,36
2024-07-27,Los Angeles,21,38,18
2024-07-28,Los Angeles,20,40,11
2024-07-29,Los Angeles,12,22,14
2024-07-30,Los Angeles,32,52,29
2024-07-31,Los Angeles,28,68,29
2024-08-01,Los Angeles,23,49,34
2024-08-02,Los Angeles,0,0,0
2024-08-03,Los Angeles,21,51,21
2024-08-04,Los Angeles,11,25,15
2024-08-05,Los Angeles,24,56,25
2024-08-06,Los Angeles,18,44,22
2024-08-07,Los Angeles,4,7,5
2024-08-08,Los Angeles,12,29,12
2024-08-09,Los Angeles,4,8,5
2024-08-10,Los Angeles,39,95,23
2024-08-11,Los Angeles,20,48,24
2024-08-12,Los Angeles,33,71,31
2024-08-13,Los Angeles,0,0,0
2024-08-14,Los Angeles,2,4,2
2024-08-15,Los Angeles,22,47,29
2024-08-16,Los Angeles,19,29,27
2024-08-17,Los Angeles,27,51,22
2024-08-18,Los Angeles,7,10,3
2024-08-19,Los Angeles,36,84,43
2024-08-20,Los Angeles,1,2,1
2024-08-21,Los Angeles,17,32,24
2024-08-22,Los Angeles,10,23,6
2024-08-23,Los Angeles,6,14,8
2024-08-24,Los Angeles,9,18,4
2024-08-25,Los Angeles,3,6,2
2024-08-26,Los Angeles,0,0,0
2024-08-27,Los Angeles,10,22,6
2024-08-28,Los Angeles,11,17,9
2024-08-29,Los Angeles,20,40,28
2024-08-30,Los Angeles,8,12,9
2024-08-31,Los Angeles,15,35,9
2024-09-01,Los Angeles,10,18,9
2024-09-02,Los Angeles,5,8,6
2024-09-03,Los Angeles,10,17,11
2024-09-04,Los Angeles,27,53,22
2024-09-05,Los Angeles,0,0,0
2024-09-06,Los Angeles,0,0,0
2024-09-07,Los Angeles,20,31,16
2024-09-08,Los Angeles,1,2,0
2024-09-09,Los Angeles,16,24,8
2024-09-10,Los Angeles,20,32,29
2024-09-11,Los Angeles,0,0,0
2024-09-12,Los Angeles,0,0,0
2024-09-13,Los Angeles,8,16,7
2024-09-14,Los Angeles,0,0,0
2024-09-15,Los Angeles,23,41,15
2024-09-16,Los Angeles,20,30,17
2024-09-17,Los Angeles,2,4,1
2024-09-18,Los Angeles,9,20,5
2024-09-19,Los Angeles,8,16,5
2024-09-20,Los Angeles,4,7,4
2024-09-21,Los Angeles,18,42,13
2024-09-22,Los Angeles,17,38,21
2024-09-23,Los Angeles,6,11,7
2024-09-24,Los Angeles,10,19,14
2024-09-25,Los Angeles,0,0,0
2024-09-26,Los Angeles,10,24,5
2024-09-27,Los Angeles,5,7,4
2024-09-28,Los Angeles,3,7,3
2024-09-29,Los Angeles,11,21,16
2024-09-30,Los Angeles,4,6,3
2024-10-01,Los Angeles,12,28,11
2024-10-02,Los Angeles,26,49,16
2024-10-03,Los Angeles,0,0,0
2024-10-04,Los Angeles,0,0,0
2024-10-05,Los Angeles,14,24,8
2024-10-06,Los Angeles,12,21,17
2024-10-07,Los Angeles,5,10,4
2024-10-08,Los Angeles,12,28,12
2024-10-09,Los Angeles,7,13,9
2024-10-10,Los Angeles,0,0,0
2024-10-11,Los Angeles,11,22,12
2024-10-12,Los Angeles,9,17,8
2024-10-13,Los Angeles,4,7,4
2024-10-14,Los Angeles,0,0,0
2024-10-15,Los Angeles,14,24,20
2024-10-16,Los Angeles,1,2,1
2024-10-17,Los Angeles,8,16,10
2024-10-18,Los Angeles,0,0,0
2024-10-19,Los Angeles,17,31,10
2024-10-20,Los Angeles,9,14,6
2024-10-21,Los Angeles,20,36,16
2024-10-22,Los Angeles,7,12,6
2024-10-23,Los Angeles,16,27,15
2024-10-24,Los Angeles,7,13,4
2024-10-25,Los Angeles,23,57,23
2024-10-26,Los Angeles,12,21,11
2024-10-27,Los Angeles,9,14,7
2024-10-28,Los Angeles,0,0,0
2024-10-29,Los Angeles,0,0,0
2024-10-30,Los Angeles,15,24,20
2024-10-31,Los Angeles,20,45,19
2024-11-01,Los Angeles,0,0,0
2024-11-02,Los Angeles,20,35,13
2024-11-03,Los Angeles,0,0,0
2024-11-04,Los Angeles,0,0,0
2024-11-05,Los Angeles,29,47,34
2024-11-06,Los Angeles,6,14,6
2024-11-07,Los Angeles,21,44,30
2024-11-08,Los Angeles,8,18,10
2024-11-09,Los Angeles,0,0,0
2024-11-10,Los Angeles,5,7,6
2024-11-11,Los Angeles,10,22,7
2024-11-12,Los Angeles,24,42,22
2024-11-13,Los Angeles,20,40,21
2024-11-14,Los Angeles,12,20,14
2024-11-15,Los Angeles,14,25,13
2024-11-16,Los Angeles,25,44,25
2024-11-17,Los Angeles,26,55,35
2024-11-18,Los Angeles,4,8,2
2024-11-19,Los Angeles,23,47,23
2024-11-20,Los Angeles,14,24,8
2024-11-21,Los Angeles,15,31,18
2024-11-22,Los Angeles,0,0,0
2024-11-23,Los Angeles,12,18,9
2024-11-24,Los Angeles,13,27,14
2024-11-25,Los Angeles,4,8,5
2024-11-26,Los Angeles,7,11,3
2024-11-27,Los Angeles,16,31,13
2024-11-28,Los Angeles,0,0,0
2024-11-29,Los Angeles,0,0,0
2024-11-30,Los Angeles,11,22,7
2024-12-01,Los Angeles,14,23,20
2024-12-02,Los Angeles,42,86,42
2024-12-03,Los Angeles,0,0,0
2024-12-04,Los Angeles,20,40,15
2024-12-05,Los Angeles,18,42,25
2024-12-06,Los Angeles,13,30,17
2024-12-07,Los Angeles,2,4,2
2024-12-08,Los Angeles,4,8,4
2024-12-09,Los Angeles,12,20,14
2024-12-10,Los Angeles,13,20,18
2024-12-11,Los Angeles,17,39,18
2024-12-12,Los Angeles,16,37,13
2024-12-13,Los Angeles,20,39,23
2024-12-14,Los Angeles,29,72,15
2024-12-15,Los Angeles,18,44,21
2024-12-16,Los Angeles,27,49,31
2024-12-17,Los Angeles,15,23,8
2024-12-18,Los Angeles,29,51,24
2024-12-19,Los Angeles,23,37,15
2024-12-20,Los Angeles,23,42,23
2024-12-21,Los Angeles,36,60,19
2024-12-22,Los Angeles,29,53,23
2024-12-23,Los Angeles,12,21,16
2024-12-24,Los Angeles,23,54,22
2024-12-25,Los Angeles,24,46,24
2024-12-26,Los Angeles,31,49,25
2024-12-27,Los Angeles,12,25,7
2024-12-28,Los Angeles,35,57,33
2024-12-29,Los Angeles,23,51,23
2024-12-30,Los Angeles,17,33,8
2024-12-31,Los Angeles,48,85,49
2025-01-01,Los Angeles,30,51,19
2025-01-02,Los Angeles,31,50,23
2025-01-03,Los Angeles,41,79,44
2025-01-04,Los Angeles,34,70,31
2025-01-05,Los Angeles,37,55,28
2025-01-06,Los Angeles,28,42,31
2025-01-07,Los Angeles,32,77,30
2025-01-08,Los Angeles,17,32,22
2025-01-09,Los Angeles,29,71,25
2025-01-10,Los Angeles,19,36,18
2025-01-11,Los Angeles,19,38,23
2025-01-12,Los Angeles,24,54,29
2025-01-13,Los Angeles,49,119,64
2025-01-14,Los Angeles,33,62,22
2025-01-15,Los Angeles,41,85,28
2025-01-16,Los Angeles,25,42,17
2025-01-17,Los Angeles,47,93,57
2025-01-18,Los Angeles,30,55,20
2025-01-19,Los Angeles,19,36,11
2025-01-20,Los Angeles,31,61,42
2025-01-21,Los Angeles,31,66,45
2025-01-22,Los Angeles,30,56,31
2025-01-23,Los Angeles,26,58,26
2025-01-24,Los Angeles,26,54,17
2025-01-25,Los Angeles,34,83,21
2025-01-26,Los Angeles,45,89,26
2025-01-27,Los Angeles,32,63,38
2025-01-28,Los Angeles,32,59,30
2025-01-29,Los Angeles,51,77,69
2025-01-30,Los Angeles,31,47,28
2025-01-31,Los Angeles,50,79,39
2025-02-01,Los Angeles,42,98,33
2025-02-02,Los Angeles,57,94,71
2025-02-03,Los Angeles,26,42,14
2025-02-04,Los Angeles,48,101,30
2025-02-05,Los Angeles,31,65,20
2025-02-06,Los Angeles,39,73,23
2025-02-07,Los Angeles,32,72,32
2025-02-08,Los Angeles,35,77,36
2025-02-09,Los Angeles,46,96,43
2025-02-10,Los Angeles,53,81,48
2025-02-11,Los Angeles,60,103,50
2025-02-12,Los Angeles,47,74,32
2025-02-13,Los Angeles,31,63,20
2025-02-14,Los Angeles,34,75,27
2025-02-15,Los Angeles,55,103,39
2025-02-16,Los Angeles,50,80,63
2025-02-17,Los Angeles,46,110,67
2025-02-18,Los Angeles,33,81,46
2025-02-19,Los Angeles,31,69,21
2025-02-20,Los Angeles,43,76,26
2025-02-21,Los Angeles,42,73,53
2025-02-22,Los Angeles,57,135,83
2025-02-23,Los Angeles,41,71,39
2025-02-24,Los Angeles,31,49,45
2025-02-25,Los Angeles,43,101,31
2025-02-26,Los Angeles,29,71,16
2025-02-27,Los Angeles,40,71,26
2025-02-28,Los Angeles,55,128,68
2025-03-01,Los Angeles,53,128,78
2025-03-02,Los Angeles,49,121,42
2025-03-03,Los Angeles,64,154,52
2025-03-04,Los Angeles,43,107,23
2025-03-05,Los Angeles,44,71,58
2025-03-06,Los Angeles,45,96,31
2025-03-07,Los Angeles,46,85,24
2025-03-08,Los Angeles,46,103,44
2025-03-09,Los Angeles,58,88,63
2025-03-10,Los Angeles,56,123,34
2025-03-11,Los Angeles,42,80,45
2025-03-12,Los Angeles,57,97,50
2025-03-13,Los Angeles,63,122,54
2025-03-14,Los Angeles,46,100,46
2025-03-15,Los Angeles,43,107,57
2025-03-16,Los Angeles,52,85,39
2025-03-17,Los Angeles,49,100,54
2025-03-18,Los Angeles,34,67,33
2025-03-19,Los Angeles,58,133,58
2025-03-20,Los Angeles,39,60,57
2025-03-21,Los Angeles,52,116,66
2025-03-22,Los Angeles,42,65,26
2025-03-23,Los Angeles,47,76,65
2025-03-24,Los Angeles,39,69,34
2025-03-25,Los Angeles,60,136,39
2025-03-26,Los Angeles,43,97,36
2025-03-27,Los Angeles,37,71,39
2025-03-28,Los Angeles,23,39,31
2025-03-29,Los Angeles,52,79,36
2025-03-30,Los Angeles,28,45,32
2025-03-31,Los Angeles,41,100,23
2025-04-01,Los Angeles,51,123,33
2025-04-02,Los Angeles,44,91,41
2025-04-03,Los Angeles,33,51,27
2025-04-04,Los Angeles,58,123,61
2025-04-05,Los Angeles,60,147,52
2025-04-06,Los Angeles,59,106,81
2025-04-07,Los Angeles,28,61,34
2025-04-08,Los Angeles,52,105,77
2025-04-09,Los Angeles,49,91,38
2025-04-10,Los Angeles,33,74,29
2025-04-11,Los Angeles,67,145,35
2025-04-12,Los Angeles,40,62,49
2025-04-13,Los Angeles,45,93,26
2025-04-14,Los Angeles,30,58,17
2025-04-15,Los Angeles,36,56,42
2025-04-16,Los Angeles,43,87,22
2025-04-17,Los Angeles,46,87,48
2025-04-18,Los Angeles,60,102,71
2025-04-19,Los Angeles,61,149,35
2025-04-20,Los Angeles,51,95,63
2025-04-21,Los Angeles,33,61,37
2025-04-22,Los Angeles,49,100,40
2025-04-23,Los Angeles,38,83,30
2025-04-24,Los Angeles,31,68,35
2025-04-25,Los Angeles,54,122,50
2025-04-26,Los Angeles,30,50,43
2025-04-27,Los Angeles,60,103,59
2025-04-28,Los Angeles,31,63,23
2025-04-29,Los Angeles,44,91,44
2025-04-30,Los Angeles,24,53,18
2025-05-01,Los Angeles,39,92,35
2025-05-02,Los Angeles,30,63,25
2025-05-03,Los Angeles,24,49,21
2025-05-04,Los Angeles,42,79,38
2025-05-05,Los Angeles,49,74,28
2025-05-06,Los Angeles,57,107,79
2025-05-07,Los Angeles,41,97,33
2025-05-08,Los Angeles,46,105,28
2025-05-09,Los Angeles,30,47,43
2025-05-10,Los Angeles,44,71,62
2025-05-11,Los Angeles,63,144,65
2025-05-12,Los Angeles,36,88,31
2025-05-13,Los Angeles,52,112,55
2025-05-14,Los Angeles,42,71,31
2025-05-15,Los Angeles,35,83,33
2025-05-16,Los Angeles,34,51,39
2025-05-17,Los Angeles,46,78,33
2025-05-18,Los Angeles,22,54,31
2025-05-19,Los Angeles,44,90,57
2025-05-20,Los Angeles,42,97,22
2025-05-21,Los Angeles,36,84,33
2025-05-22,Los Angeles,46,102,32
2025-05-23,Los Angeles,37,73,28
2025-05-24,Los Angeles,40,72,40
2025-05-25,Los Angeles,43,78,35
2025-05-26,Los Angeles,53,89,75
2025-05-27,Los Angeles,51,84,40
2025-05-28,Los Angeles,42,101,47
2025-05-29,Los Angeles,33,53,21
2025-05-30,Los Angeles,49,97,37
2025-05-31,Los Angeles,21,46,16
2025-06-01,Los Angeles,40,89,32
2025-06-02,Los Angeles,50,105,66
2025-06-03,Los Angeles,40,79,30
2025-06-04,Los Angeles,38,91,22
2025-06-05,Los Angeles,45,82,44
2025-06-06,Los Angeles,43,101,54
2025-06-07,Los Angeles,30,66,21
2025-06-08,Los Angeles,45,81,23
2025-06-09,Los Angeles,41,67,48
2025-06-10,Los Angeles,34,66,30
2025-06-11,Los Angeles,36,74,40
2025-06-12,Los Angeles,49,117,27
2025-06-13,Los Angeles,33,63,17
2025-06-14,Los Angeles,47,115,55
2025-06-15,Los Angeles,40,96,58
2025-06-16,Los Angeles,28,58,33
2025-06-17,Los Angeles,31,69,34
2025-06-18,Los Angeles,31,59,21
2025-06-19,Los Angeles,33,71,41
2025-06-20,Los Angeles,30,58,17
2025-06-21,Los Angeles,26,63,16
2025-06-22,Los Angeles,41,89,31
2025-06-23,Los Angeles,41,68,34
2025-06-24,Los Angeles,23,42,29
2025-06-25,Los Angeles,32,68,21
2025-06-26,Los Angeles,42,74,48
2025-06-27,Los Angeles,25,59,33
2025-06-28,Los Angeles,15,30,18
2025-06-29,Los Angeles,34,74,18
2025-06-30,Los Angeles,28,54,26
2025-07-01,Los Angeles,30,67,17
2025-07-02,Los Angeles,46,72,66
2025-07-03,Los Angeles,17,26,12
2025-07-04,Los Angeles,27,65,24
2025-07-05,Los Angeles,22,52,14
2025-07-06,Los Angeles,48,104,34
2025-07-07,Los Angeles,29,67,42
2025-07-08,Los Angeles,42,94,51
2025-07-09,Los Angeles,20,34,25
2025-07-10,Los Angeles,10,19,13
2025-07-11,Los Angeles,27,47,22
2025-07-12,Los Angeles,18,28,15
2025-07-13,Los Angeles,10,19,7
2025-07-14,Los Angeles,8,17,5
2025-07-15,Los Angeles,21,52,19
2025-07-16,Los Angeles,17,36,15
2025-07-17,Los Angeles,22,37,13
2025-07-18,Los Angeles,16,37,17
2025-07-19,Los Angeles,31,53,16
2025-07-20,Los Angeles,19,32,14
2025-07-21,Los Angeles,11,18,8
2025-07-22,Los Angeles,27,55,39
2025-07-23,Los Angeles,15,35,17
2025-07-24,Los Angeles,33,67,49
2025-07-25,Los Angeles,25,50,36
2025-07-26,Los Angeles,12,29,9
2025-07-27,Los Angeles,2,3,1
2025-07-28,Los Angeles,27,43,16
2025-07-29,Los Angeles,20,43,24
2025-07-30,Los Angeles,29,52,27
2025-07-31,Los Angeles,7,13,3
2025-08-01,Los Angeles,13,23,15
2025-08-02,Los Angeles,31,67,19
2025-08-03,Los Angeles,27,41,38
2025-08-04,Los Angeles,12,22,10
2025-08-05,Los Angeles,20,38,26
2025-08-06,Los Angeles,22,51,23
2025-08-07,Los Angeles,7,17,9
2025-08-08,Los Angeles,15,27,18
2025-08-09,Los Angeles,10,21,9
2025-08-10,Los Angeles,0,0,0
2025-08-11,Los Angeles,20,31,17
2025-08-12,Los Angeles,35,56,26
2025-08-13,Los Angeles,30,67,18
2025-08-14,Los Angeles,22,51,19
2025-08-15,Los Angeles,9,16,11
2025-08-16,Los Angeles,23,51,30
2025-08-17,Los Angeles,18,34,13
2025-08-18,Los Angeles,22,50,11
2025-08-19,Los Angeles,20,38,12
2025-08-20,Los Angeles,28,59,32
2025-08-21,Los Angeles,16,38,23
2025-08-22,Los Angeles,19,32,28
2025-08-23,Los Angeles,14,24,16
2025-08-24,Los Angeles,0,0,0
2025-08-25,Los Angeles,0,0,0
2025-08-26,Los Angeles,20,33,23
2025-08-27,Los Angeles,11,25,10
2025-08-28,Los Angeles,40,95,43
2025-08-29,Los Angeles,24,58,24
2025-08-30,Los Angeles,0,0,0
2025-08-31,Los Angeles,5,9,5
2025-09-01,Los Angeles,14,32,9
2025-09-02,Los Angeles,0,0,0
2025-09-03,Los Angeles,19,33,13
2025-09-04,Los Angeles,14,30,15
2025-09-05,Los Angeles,39,79,37
2025-09-06,Los Angeles,20,30,25
2025-09-07,Los Angeles,6,10,7
2025-09-08,Los Angeles,7,12,7
2025-09-09,Los Angeles,14,32,19
2025-09-10,Los Angeles,14,24,20
2025-09-11,Los Angeles,1,2,1
2025-09-12,Los Angeles,6,12,7
2025-09-13,Los Angeles,11,27,7
2025-09-14,Los Angeles,5,8,2
2025-09-15,Los Angeles,22,37,12
2025-09-16,Los Angeles,29,68,16
2025-09-17,Los Angeles,12,21,11
2025-09-18,Los Angeles,2,4,1
2025-09-19,Los Angeles,4,6,2
2025-09-20,Los Angeles,10,19,14
2025-09-21,Los Angeles,4,7,4
2025-09-22,Los Angeles,4,6,3
2025-09-23,Los Angeles,0,0,0
